"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"NewHaiderPPO1widSliders.nlogo"
"Experiment"
"09/17/2025 12:52:46:003 +0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","num-investors","patch-mean-profit","patch-min-risk","patch-max-risk","decision-time-horizon","years-simulated","[step]","mean [wealth] of turtles","sum [wealth] of turtles","count turtles with [wealth < 100000]","mean [current-utility] of turtles","mean [profit] of patches","mean [annual-risk] of patches","count patches with [profit < 500]","count patches with [profit > 15000]"
"6837","40","5000","0.05","0.1","8","70","70","5985744.223805087","2.3942976895220348E8","0","8456317.209491728","45605.2725176856","0.053017863364581704","1","229"
"6838","40","5000","0.05","0.1","8","70","70","8571860.439899543","3.428744175959817E8","0","1.195999749500183E7","42954.827579896635","0.053402635598790146","2","212"
"6839","40","5000","0.05","0.1","8","70","70","6261449.767925671","2.5045799071702686E8","0","5558054.82754989","44326.11037149539","0.05423126177551005","2","231"
"6840","40","5000","0.05","0.1","8","70","70","4117932.5874472023","1.647173034978881E8","0","5858668.660127044","42075.87110989276","0.05435926780212624","2","226"
"6841","40","5000","0.05","0.2","3","25","25","497752.9543246857","1.9910118172987428E7","0","649457.3687859338","10964.643461801448","0.10049727268072273","14","85"
"6842","40","5000","0.05","0.2","3","25","25","780492.6668832564","3.1219706675330255E7","0","1014284.6578221386","11679.037685101588","0.09714449394520644","19","101"
"6843","40","5000","0.05","0.2","3","25","25","699974.4133518605","2.799897653407442E7","0","747742.9778967707","11270.34216682665","0.09754557738133107","19","78"
"6844","40","5000","0.05","0.2","3","25","25","898879.7173682494","3.595518869472998E7","0","1134868.1629823523","11805.402436523706","0.10537683022387094","15","99"
"6845","40","5000","0.05","0.2","3","25","25","699197.0554593301","2.79678822183732E7","0","825201.2806872556","10954.21858429825","0.09945368654979803","15","89"
"6846","40","5000","0.05","0.2","3","25","25","759709.3983023904","3.0388375932095613E7","0","706781.0683057985","10137.525932687462","0.1040317879812695","12","71"
"6847","40","5000","0.05","0.2","3","25","25","1155188.6594628177","4.620754637851271E7","0","1476720.098277533","11064.322972753907","0.10154305132451466","20","85"
"6848","40","5000","0.05","0.2","3","25","25","1360989.7761442594","5.443959104577038E7","0","1695162.245874843","12268.800170788214","0.11200366059396119","24","89"
"6849","40","5000","0.05","0.2","3","25","25","966080.6254195522","3.864322501678209E7","0","1113148.4814879848","11273.127593147732","0.106713963019309","18","83"
"6850","40","5000","0.05","0.2","3","25","25","816646.9987198835","3.266587994879534E7","0","959936.5214284057","11534.152369051246","0.10268816484025063","25","91"
"6851","40","5000","0.05","0.2","3","50","50","1972720.260335885","7.89088104134354E7","0","1971512.8646995947","22299.891533338476","0.07524869897239252","16","166"
"6852","40","5000","0.05","0.2","3","50","50","2066843.059885952","8.267372239543808E7","0","2404647.474543346","22638.206431223443","0.07407694778837587","6","161"
"6853","40","5000","0.05","0.2","3","50","50","2074319.9697556314","8.297279879022525E7","0","2346086.1441692184","24764.71005028618","0.07447771136184628","9","181"
"6854","40","5000","0.05","0.2","3","50","50","1924393.8233677554","7.697575293471022E7","0","2150815.170173509","22517.677957329277","0.07266539514707716","8","162"
"6855","40","5000","0.05","0.2","3","50","50","3044578.5254192203","1.2178314101676881E8","0","3630126.299969869","27392.01757191678","0.07678883329426751","4","183"
"6856","40","5000","0.05","0.2","3","50","50","1793616.4093146224","7.17446563725849E7","0","2058757.2528545554","23621.18798875065","0.07136787399051775","15","160"
"6857","40","5000","0.05","0.2","3","50","50","2256526.865804232","9.026107463216929E7","0","2636705.3306399914","27835.04817643575","0.07367705815454781","6","198"
"6858","40","5000","0.05","0.2","3","50","50","2648481.3017898104","1.0593925207159242E8","0","2983842.9049218143","24603.098903746722","0.09296930002690611","8","178"
"6859","40","5000","0.05","0.2","3","50","50","2273531.5289107827","9.09412611564313E7","0","2154930.8458019607","25115.409935984466","0.08291505148227725","3","165"
"6860","40","5000","0.05","0.2","3","50","50","1967362.3948451397","7.869449579380558E7","0","2340402.9250286445","22813.009978566653","0.06696775905344726","5","177"
"6861","40","5000","0.05","0.2","3","70","70","5128832.721921096","2.051533088768438E8","0","4959535.61027983","41299.41547111955","0.05762027791878252","10","217"
"6862","40","5000","0.05","0.2","3","70","70","6687529.867339263","2.675011946935705E8","0","7533960.510228055","47789.4069164012","0.06692230375290867","1","229"
"6863","40","5000","0.05","0.2","3","70","70","7911667.085998533","3.1646668343994135E8","0","7806744.521967848","47504.63174638961","0.057504784096640706","4","230"
"6864","40","5000","0.05","0.2","3","70","70","3512182.0187108787","1.4048728074843514E8","0","3976157.36986538","45701.52989399275","0.05866594554993931","3","240"
"6865","40","5000","0.05","0.2","3","70","70","5205491.565042005","2.082196626016802E8","0","5877642.868082844","39770.819266540486","0.06149981913387219","4","232"
"6866","40","5000","0.05","0.2","3","70","70","5789269.893073622","2.315707957229449E8","0","5625072.3293439355","50102.09502042568","0.06224481004262681","5","236"
"6867","40","5000","0.05","0.2","3","70","70","3618014.9231433915","1.4472059692573565E8","0","3576386.766030925","44612.47070219315","0.06123145705734551","4","227"
"6868","40","5000","0.05","0.2","3","70","70","6793194.508212375","2.71727780328495E8","0","7754463.676235529","42424.9271188626","0.06362715707681661","3","222"
"6869","40","5000","0.05","0.2","3","70","70","6741302.503370394","2.6965210013481575E8","0","7722285.194466807","42204.85135557166","0.06259017865588809","3","229"
"6870","40","5000","0.05","0.2","3","70","70","4898545.598429231","1.9594182393716922E8","0","5744317.720370097","44739.44274645908","0.06658209851694544","4","212"
"6871","40","5000","0.05","0.2","6","25","25","709144.6630559713","2.836578652223885E7","0","1062766.6170608154","11028.438655208358","0.10054842057384258","29","91"
"6872","40","5000","0.05","0.2","6","25","25","853612.035174088","3.414448140696352E7","0","1271818.471841865","11498.337945167457","0.10690275791161684","17","98"
"6873","40","5000","0.05","0.2","6","25","25","1049016.6863851547","4.196066745540619E7","0","1016768.537640268","11982.110540104619","0.11418876076599502","18","96"
"6874","40","5000","0.05","0.2","6","25","25","708032.4145014652","2.832129658005861E7","0","961343.8834833372","10506.286562934729","0.10218338400237979","21","76"
"6875","40","5000","0.05","0.2","6","25","25","583379.9650094606","2.3335198600378424E7","0","547429.7263487602","10746.903395265274","0.09565767374747174","15","87"
"6876","40","5000","0.05","0.2","6","25","25","666870.605747811","2.667482422991244E7","0","1008565.6463074827","10994.570305336336","0.09863780168171837","19","86"
"6877","40","5000","0.05","0.2","6","25","25","1367803.1491597737","5.4712125966390945E7","0","2047990.2306181807","12620.00655805549","0.11027395381731431","15","95"
"6878","40","5000","0.05","0.2","6","25","25","553094.1500671773","2.212376600268709E7","0","710965.1612580993","11346.774661657813","0.10464890675496033","19","101"
"6879","40","5000","0.05","0.2","6","25","25","696308.5557198116","2.7852342228792462E7","0","1003144.7287263194","11704.763309434493","0.09161347142810264","26","91"
"6880","40","5000","0.05","0.2","6","25","25","967268.6396415684","3.869074558566274E7","0","1316421.0702178427","11476.571979323082","0.11469953467964462","12","83"
"6881","40","5000","0.05","0.2","6","50","50","3564861.337399577","1.4259445349598306E8","0","3140671.6212990177","25743.642508743662","0.08308701043160227","8","188"
"6882","40","5000","0.05","0.2","6","50","50","3817097.027892417","1.5268388111569667E8","0","5024352.822713639","23643.508607592754","0.08326319737933391","13","165"
"6883","40","5000","0.05","0.2","6","50","50","2993471.6902199904","1.1973886760879962E8","0","3016657.237526865","23329.23392428977","0.07341102521462431","5","168"
"6884","40","5000","0.05","0.2","6","50","50","2052629.0680767843","8.210516272307137E7","0","1938452.236302054","26143.824497226116","0.06961172581297631","5","176"
"6885","40","5000","0.05","0.2","6","50","50","3879223.4028484114","1.5516893611393645E8","0","5097251.252085251","24934.477509322347","0.08119585732580943","7","170"
"6886","40","5000","0.05","0.2","6","50","50","2581109.2141065015","1.0324436856426007E8","0","2354000.576118967","22995.774129056612","0.07721321468411797","6","165"
"6887","40","5000","0.05","0.2","6","50","50","2122999.262482829","8.491997049931316E7","0","2728222.6845769645","22214.822569501368","0.07350136709882625","3","167"
"6888","40","5000","0.05","0.2","6","50","50","6270600.987450824","2.5082403949803296E8","0","8745842.476801286","26201.151149730995","0.08670739486924185","11","149"
"6889","40","5000","0.05","0.2","6","50","50","1861772.2013097485","7.447088805238993E7","0","2671905.5162518425","24173.80459342347","0.07145410175182586","8","157"
"6890","40","5000","0.05","0.2","6","50","50","1968515.594597115","7.87406237838846E7","0","2372446.9585077385","23619.741892075563","0.0738342007217123","6","164"
"6891","40","5000","0.05","0.2","6","70","70","8867954.23321372","3.5471816932854885E8","0","1.0237939476079525E7","43524.26050697879","0.06385734159483769","5","225"
"6892","40","5000","0.05","0.2","6","70","70","6449548.783286411","2.5798195133145645E8","0","7711320.820327242","43099.94165031856","0.06195658363841319","4","231"
"6893","40","5000","0.05","0.2","6","70","70","5076238.070239155","2.030495228095662E8","0","4653750.994058122","41894.49831510704","0.05962094289621833","7","220"
"6894","40","5000","0.05","0.2","6","70","70","6116893.575323346","2.4467574301293385E8","0","8557256.244523391","38892.356827379575","0.061204045250296275","5","215"
"6895","40","5000","0.05","0.2","6","70","70","4057166.082010464","1.6228664328041855E8","0","5294718.775989877","42525.86418510529","0.061844655557792096","2","217"
"6896","40","5000","0.05","0.2","6","70","70","4292449.9451804655","1.716979978072186E8","0","5065599.119868222","43290.11648395548","0.05990623359275153","4","225"
"6897","40","5000","0.05","0.2","6","70","70","3173514.559215723","1.2694058236862892E8","0","4435394.752990906","35278.485877156105","0.059141912148318015","6","214"
"6898","40","5000","0.05","0.2","6","70","70","6481772.981652806","2.5927091926611224E8","0","8386245.010825038","44500.91247594575","0.06621793617066227","4","244"
"6899","40","5000","0.05","0.2","6","70","70","6907947.224909367","2.7631788899637467E8","0","9037697.446569907","40656.18313573797","0.06235189890864205","1","225"
"6900","40","5000","0.05","0.2","6","70","70","5908024.870221203","2.363209948088481E8","0","5910487.566469238","42224.075215869016","0.06089245343704938","2","222"
"6901","40","5000","0.05","0.2","8","25","25","893382.5704615883","3.5735302818463534E7","0","1358899.0312024844","12299.12465762344","0.10475979251590417","19","95"
"6902","40","5000","0.05","0.2","8","25","25","750641.1041989827","3.0025644167959306E7","0","1228841.55759734","10689.902432137436","0.10935512117157825","11","88"
"6903","40","5000","0.05","0.2","8","25","25","666915.388058247","2.667661552232988E7","0","582001.950900681","11952.779515529226","0.10488872945414918","22","97"
"6904","40","5000","0.05","0.2","8","25","25","593085.9467788222","2.372343787115289E7","0","805632.5020953461","11187.428749396953","0.09779521317144385","16","91"
"6905","40","5000","0.05","0.2","8","25","25","728026.1978317958","2.9121047913271833E7","0","906194.4642650839","10759.198311180882","0.11359666058029896","19","81"
"6906","40","5000","0.05","0.2","8","25","25","713592.7606361224","2.8543710425444897E7","0","928583.1790553223","11431.907544157288","0.1013187788084749","18","95"
"6907","40","5000","0.05","0.2","8","25","25","760219.4590049624","3.0408778360198494E7","0","1205366.8114841788","11781.983448765806","0.0961183333592336","18","95"
"6908","40","5000","0.05","0.2","8","25","25","1237812.5685340944","4.951250274136378E7","0","1868576.2358012665","12498.073770604467","0.10719548351214889","18","112"
"6909","40","5000","0.05","0.2","8","25","25","820619.6372691386","3.282478549076554E7","0","692551.310515242","12052.570948560122","0.1007804149629849","17","88"
"6910","40","5000","0.05","0.2","8","25","25","690986.3661058926","2.7639454644235704E7","0","1122373.0291918071","12326.260166431008","0.09460829969591433","19","100"
"6911","40","5000","0.05","0.2","8","50","50","1920544.6261851143","7.682178504740457E7","0","2886294.718976055","27641.92463951372","0.07673692028405749","10","178"
"6912","40","5000","0.05","0.2","8","50","50","2198593.526466979","8.794374105867916E7","0","2775898.6633688305","21907.311854032414","0.0695696361765499","13","171"
"6913","40","5000","0.05","0.2","8","50","50","3864969.187605323","1.5459876750421292E8","0","5018930.235967563","24013.670964809317","0.07598518798808858","8","176"
"6914","40","5000","0.05","0.2","8","50","50","2042734.5290195127","8.17093811607805E7","0","2853229.2289380357","22761.44068157068","0.0769450801694876","11","163"
"6915","40","5000","0.05","0.2","8","50","50","2783858.003049122","1.1135432012196489E8","0","4147343.0595690184","24753.26638358642","0.07666910036768124","6","183"
"6916","40","5000","0.05","0.2","8","50","50","2083515.315952008","8.334061263808031E7","0","2964389.0730181998","22543.266653925788","0.07342055835260662","14","174"
"6917","40","5000","0.05","0.2","8","50","50","2791405.6574537046","1.1165622629814819E8","0","4245146.073700206","27420.669254781656","0.07048616721779578","5","176"
"6918","40","5000","0.05","0.2","8","50","50","3529924.3946486963","1.4119697578594786E8","0","5634008.51646771","26442.79342280466","0.08031567557701882","3","174"
"6919","40","5000","0.05","0.2","8","50","50","2117814.3376518497","8.4712573506074E7","0","3146516.201198872","23643.166593232374","0.07520691687231261","6","175"
"6920","40","5000","0.05","0.2","8","50","50","1823242.2500889122","7.292969000355649E7","0","1883986.427279823","24345.244320218608","0.07145728334300937","7","173"
"6921","40","5000","0.05","0.2","8","70","70","5985978.235625306","2.3943912942501226E8","0","7111085.861217824","48423.1106206735","0.059515674168786545","9","232"
"6922","40","5000","0.05","0.2","8","70","70","5765168.544446422","2.3060674177785686E8","0","5707141.107692042","46616.55182178401","0.06359595420707966","2","237"
"6923","40","5000","0.05","0.2","8","70","70","4474158.24727934","1.789663298911736E8","0","6008369.902879524","40419.038695107694","0.05987447221261151","3","226"
"6924","40","5000","0.05","0.2","8","70","70","5135368.4232570585","2.0541473693028235E8","0","6500043.166921109","51664.401579858655","0.0628660352400404","2","228"
"6925","40","5000","0.05","0.2","8","70","70","5410073.565520428","2.1640294262081712E8","0","7156201.749295379","43186.056313319816","0.06258286013251571","7","220"
"6926","40","5000","0.05","0.2","8","70","70","4313333.076984118","1.7253332307936472E8","0","4468062.805238932","37283.09045505062","0.0610805703459145","7","223"
"6927","40","5000","0.05","0.2","8","70","70","5580509.405307443","2.232203762122977E8","0","7316591.94729799","46515.01168502804","0.06723848293804266","5","213"
"6928","40","5000","0.05","0.2","8","70","70","4732913.252344222","1.8931653009376886E8","0","5676511.374521459","43365.77044562287","0.0609683886146253","8","229"
"6929","40","5000","0.05","0.2","8","70","70","5165982.581362764","2.0663930325451058E8","0","7989962.810640988","47714.948784454886","0.06098018878646434","1","230"
"6930","40","5000","0.05","0.2","8","70","70","1.1428523524856048E7","4.571409409942419E8","0","1.4582616786426887E7","49123.09572269168","0.06357246487500244","2","234"
"6931","40","5000","0.05","0.3","3","25","25","736783.5048283136","2.9471340193132542E7","0","676260.8962752267","12338.27516412265","0.14064189023082843","22","95"
"6932","40","5000","0.05","0.3","3","25","25","711101.3302179426","2.8444053208717704E7","0","873460.5458684374","11435.912040841487","0.1421203546202644","19","89"
"6933","40","5000","0.05","0.3","3","25","25","615863.9838028592","2.463455935211437E7","0","587675.7040327559","11541.300793131499","0.15031891842985212","22","96"
"6934","40","5000","0.05","0.3","3","25","25","756789.3192952737","3.027157277181095E7","0","892423.955730364","10948.945258048128","0.14828593296201395","21","85"
"6935","40","5000","0.05","0.3","3","25","25","652903.520127773","2.6116140805110924E7","0","653989.6484115359","11701.059029305083","0.14001136087547023","20","91"
"6936","40","5000","0.05","0.3","3","25","25","460557.1632774548","1.842228653109819E7","0","442668.09606749396","10139.56185990077","0.1401520652361236","22","77"
"6937","40","5000","0.05","0.3","3","25","25","681417.8551548916","2.7256714206195664E7","0","843701.6750734143","11967.853904839305","0.14365744140169406","16","87"
"6938","40","5000","0.05","0.3","3","25","25","637078.5823252238","2.5483143293008953E7","0","793923.4565575663","12333.529538612638","0.14140993021586132","14","113"
"6939","40","5000","0.05","0.3","3","25","25","617078.6912728437","2.468314765091375E7","0","773441.7194882338","11094.381771865053","0.14047469990654093","10","91"
"6940","40","5000","0.05","0.3","3","25","25","623828.8981213099","2.4953155924852397E7","0","586121.7264305529","10375.307696011005","0.14385101933405606","17","76"
"6941","40","5000","0.05","0.3","3","50","50","1982000.5974650073","7.92800238986003E7","0","2241662.4343627146","22642.046114540946","0.09645329279087841","8","170"
"6942","40","5000","0.05","0.3","3","50","50","2629994.653724904","1.0519978614899617E8","0","2523327.001886129","25259.320277189305","0.09675909360635347","5","180"
"6943","40","5000","0.05","0.3","3","50","50","2968310.208568534","1.1873240834274136E8","0","3395545.966602794","28363.355726975056","0.10513847336398964","8","185"
"6944","40","5000","0.05","0.3","3","50","50","2403954.2114824923","9.615816845929968E7","0","2212646.8826004663","21862.55207788156","0.1021036240154699","7","165"
"6945","40","5000","0.05","0.3","3","50","50","2230277.383468843","8.921109533875373E7","0","2292469.477536572","22239.09775731332","0.09238214314191405","7","168"
"6946","40","5000","0.05","0.3","3","50","50","3950246.7260062895","1.5800986904025158E8","0","4821407.829576825","24996.083046791595","0.10323565847846898","5","168"
"6947","40","5000","0.05","0.3","3","50","50","2093863.4155367215","8.375453662146886E7","0","2410202.9994025882","24569.604714849695","0.09945144089306446","12","172"
"6948","40","5000","0.05","0.3","3","50","50","3398582.977210245","1.359433190884098E8","0","3940776.892348496","25405.27512397112","0.10661083640691726","13","182"
"6949","40","5000","0.05","0.3","3","50","50","1449448.1824314233","5.797792729725693E7","0","1637778.7774601108","23436.306797493955","0.09499938478272767","12","178"
"6950","40","5000","0.05","0.3","3","50","50","2466132.4831605363","9.864529932642145E7","0","2852303.77168186","23542.287905376215","0.10612737097713539","13","164"
"6951","40","5000","0.05","0.3","3","70","70","5786841.0675114095","2.3147364270045638E8","0","5391604.152980676","43040.97703926034","0.081511074218087","3","221"
"6952","40","5000","0.05","0.3","3","70","70","6710421.026226873","2.6841684104907492E8","0","8227092.573446222","45698.90239029384","0.08055075346369184","4","229"
"6953","40","5000","0.05","0.3","3","70","70","2971047.542063481","1.1884190168253925E8","0","2905873.5953922616","39319.62990770873","0.06531490193135821","3","227"
"6954","40","5000","0.05","0.3","3","70","70","9402884.457785308","3.7611537831141233E8","0","1.1284899340462336E7","44839.340038830014","0.08623450178472584","6","219"
"6955","40","5000","0.05","0.3","3","70","70","5524136.304136675","2.20965452165467E8","0","5974828.262724801","43303.41960778818","0.07873199114189358","5","225"
"6956","40","5000","0.05","0.3","3","70","70","5833474.9542642655","2.333389981705706E8","0","7021738.713971583","44619.87463629266","0.07415599890854124","5","224"
"6957","40","5000","0.05","0.3","3","70","70","5809240.6241842825","2.3236962496737128E8","0","6871936.852185826","40641.31021368847","0.07713562486185123","4","226"
"6958","40","5000","0.05","0.3","3","70","70","3925073.231242452","1.5700292924969807E8","0","4359874.552467318","43275.40172381556","0.08066855119040633","3","243"
"6959","40","5000","0.05","0.3","3","70","70","4327186.977076171","1.7308747908304685E8","0","4638308.064120969","42034.488883453756","0.08718093497234754","2","228"
"6960","40","5000","0.05","0.3","3","70","70","7607224.316277024","3.0428897265108097E8","0","8376293.80228198","42825.461861637865","0.07882228629753053","6","212"
"6961","40","5000","0.05","0.3","6","25","25","937937.6692057137","3.7517506768228546E7","0","1362468.5045527949","12319.740296363005","0.1417632525748396","12","107"
"6962","40","5000","0.05","0.3","6","25","25","799081.1222693538","3.1963244890774153E7","0","1151623.722399958","11588.122213921986","0.15309431465575912","12","83"
"6963","40","5000","0.05","0.3","6","25","25","1628976.7644312098","6.515907057724839E7","0","2355047.060992871","11809.640733740445","0.1637068615139952","13","92"
"6964","40","5000","0.05","0.3","6","25","25","661824.4301168127","2.6472977204672508E7","0","959443.1550057139","11749.784326054583","0.15275185638231203","17","96"
"6965","40","5000","0.05","0.3","6","25","25","794912.6460943852","3.1796505843775406E7","0","1086353.4578333483","12224.152124980737","0.1711213892854301","14","104"
"6966","40","5000","0.05","0.3","6","25","25","673295.6548737972","2.693182619495189E7","0","574731.2170879594","10976.5125040948","0.15792448194667297","23","92"
"6967","40","5000","0.05","0.3","6","25","25","631174.128890354","2.5246965155614156E7","0","937481.7332863355","10723.40248139802","0.1416303740381987","21","81"
"6968","40","5000","0.05","0.3","6","25","25","540694.3196193596","2.162777278477438E7","0","813063.4080864633","11220.54612218069","0.1491251196296866","26","104"
"6969","40","5000","0.05","0.3","6","25","25","723909.1533032844","2.8956366132131375E7","0","608249.6044362525","12226.935166254247","0.15316085909469596","18","101"
"6970","40","5000","0.05","0.3","6","25","25","957948.6716265067","3.831794686506027E7","0","1215911.4149764003","12068.689370470984","0.14670500795865954","13","83"
"6971","40","5000","0.05","0.3","6","50","50","3311494.3366908277","1.3245977346763311E8","0","4398883.413487495","26406.721089332565","0.10613336066234805","5","176"
"6972","40","5000","0.05","0.3","6","50","50","2726131.820472044","1.0904527281888175E8","0","3675236.911584709","25822.517731174124","0.09903922867395316","9","178"
"6973","40","5000","0.05","0.3","6","50","50","2475157.980741066","9.900631922964264E7","0","2896605.0535513638","26969.3280952549","0.1043208234593842","10","192"
"6974","40","5000","0.05","0.3","6","50","50","2061707.5197537548","8.24683007901502E7","0","2706959.837291685","25341.15162301891","0.0947014472994719","11","184"
"6975","40","5000","0.05","0.3","6","50","50","2483914.944860362","9.935659779441448E7","0","3209443.108862331","23322.712733986995","0.09590973966100284","15","170"
"6976","40","5000","0.05","0.3","6","50","50","3218712.992691358","1.2874851970765433E8","0","4218515.136610175","24648.25881704571","0.09888824030311968","8","186"
"6977","40","5000","0.05","0.3","6","50","50","2274637.6647472735","9.098550658989094E7","0","2105050.086568065","23844.925473618106","0.1088334350904763","10","186"
"6978","40","5000","0.05","0.3","6","50","50","2391143.3944476834","9.564573577790734E7","0","3045346.9940705206","23018.73129054769","0.09300359211300166","7","153"
"6979","40","5000","0.05","0.3","6","50","50","1950115.520383997","7.800462081535988E7","0","1681871.017009182","22464.770499728544","0.10187141027770327","10","158"
"6980","40","5000","0.05","0.3","6","50","50","2154975.4382120376","8.61990175284815E7","0","2849189.327277147","24129.646092864547","0.09401814255675635","11","145"
"6981","40","5000","0.05","0.3","6","70","70","6025568.133456994","2.4102272533827975E8","0","5321433.877047782","44171.86106863563","0.09616120787925224","4","227"
"6982","40","5000","0.05","0.3","6","70","70","3279715.871044386","1.3118863484177545E8","0","3983218.863462438","43240.626402304435","0.07329558989594387","7","243"
"6983","40","5000","0.05","0.3","6","70","70","5157705.891896672","2.0630823567586687E8","0","7115507.900952071","42105.67460658048","0.08079211378644156","2","228"
"6984","40","5000","0.05","0.3","6","70","70","5102164.147778736","2.0408656591114944E8","0","6994807.194383512","43369.44108348951","0.06374650101797888","2","237"
"6985","40","5000","0.05","0.3","6","70","70","5756227.251923336","2.302490900769334E8","0","5606577.609519097","45389.35686755016","0.07660624612147626","8","212"
"6986","40","5000","0.05","0.3","6","70","70","4666741.371279917","1.8666965485119668E8","0","6878717.8036367465","43172.18073618454","0.06503537413634039","2","227"
"6987","40","5000","0.05","0.3","6","70","70","6703732.303420593","2.681492921368237E8","0","7739347.67607069","43814.70882287299","0.0960440208894341","6","232"
"6988","40","5000","0.05","0.3","6","70","70","5807471.953221404","2.3229887812885615E8","0","7533604.8361047935","42847.32028741156","0.07937399928941698","3","230"
"6989","40","5000","0.05","0.3","6","70","70","4657433.857374581","1.8629735429498324E8","0","5850268.358642476","39978.35427316901","0.07147864993052284","4","215"
"6990","40","5000","0.05","0.3","6","70","70","4648268.680816078","1.859307472326431E8","0","5479676.681174154","42683.03791063746","0.08295070725131604","2","223"
"6991","40","5000","0.05","0.3","8","25","25","572138.5976818334","2.2885543907273337E7","0","962713.8386116913","10655.948475853022","0.154999408244404","18","84"
"6992","40","5000","0.05","0.3","8","25","25","677052.2629289483","2.708209051715793E7","0","1134205.9317783625","11778.517305000752","0.14574246271298139","22","93"
"6993","40","5000","0.05","0.3","8","25","25","695052.8538899748","2.780211415559899E7","0","888624.7402066834","10856.827238614873","0.13544971899312788","17","80"
"6994","40","5000","0.05","0.3","8","25","25","587026.9358761131","2.3481077435044523E7","0","595961.9670344429","11977.14431616921","0.15061128779388072","11","105"
"6995","40","5000","0.05","0.3","8","25","25","608408.0773201522","2.4336323092806086E7","0","469651.37848029146","11382.488747016252","0.1498806175770275","13","90"
"6996","40","5000","0.05","0.3","8","25","25","648153.1888419713","2.5926127553678855E7","0","981058.5037521323","11346.302113445829","0.1494173932040928","21","86"
"6997","40","5000","0.05","0.3","8","25","25","981596.3020271746","3.9263852081086986E7","0","1543733.832884531","11211.61577396412","0.15024907967000226","20","83"
"6998","40","5000","0.05","0.3","8","25","25","871495.4194234076","3.485981677693631E7","0","1510569.20557857","12093.942628304781","0.14720558362068267","15","110"
"6999","40","5000","0.05","0.3","8","25","25","836243.7039467786","3.3449748157871142E7","0","660991.6856558018","11700.107489283553","0.15735267664624203","21","98"
"7000","40","5000","0.05","0.3","8","25","25","669636.6673106086","2.6785466692424342E7","0","1050781.5834889852","11776.056233032237","0.13779340048427452","18","98"
"7001","40","5000","0.05","0.3","8","50","50","1923675.787708539","7.694703150834157E7","0","1607048.7623585053","21683.46893182711","0.09792739003892362","12","167"
"7002","40","5000","0.05","0.3","8","50","50","1780049.30480786","7.12019721923144E7","0","2673860.275526207","24732.834038855915","0.09274307489464578","11","180"
"7003","40","5000","0.05","0.3","8","50","50","2263300.6519392384","9.053202607756953E7","0","3268704.7435068274","23911.331443895077","0.11849609603940386","9","176"
"7004","40","5000","0.05","0.3","8","50","50","2378295.9912677496","9.513183965070999E7","0","3158626.8516034773","24738.281085644892","0.09280473461987937","7","180"
"7005","40","5000","0.05","0.3","8","50","50","2559227.8193615023","1.0236911277446009E8","0","3604350.8804207956","24752.106212552044","0.09588370663855747","9","183"
"7006","40","5000","0.05","0.3","8","50","50","2165182.3920892896","8.660729568357158E7","0","3122672.750783299","23672.886475891377","0.10499193271414022","8","176"
"7007","40","5000","0.05","0.3","8","50","50","3315424.4075559815","1.3261697630223927E8","0","4386722.536075155","23135.157722675318","0.10584992957913006","8","158"
"7008","40","5000","0.05","0.3","8","50","50","6221383.423922826","2.4885533695691302E8","0","8907284.205007568","25726.283362715574","0.10959959337729924","6","163"
"7009","40","5000","0.05","0.3","8","50","50","1733716.7480320737","6.934866992128295E7","0","2822486.1983223376","23954.873716690043","0.08876250339775446","7","162"
"7010","40","5000","0.05","0.3","8","50","50","2992124.172271163","1.1968496689084654E8","0","2522192.5653766603","25407.951931732354","0.09447678184196161","3","168"
"7011","40","5000","0.05","0.3","8","70","70","9491973.971234377","3.7967895884937507E8","0","1.2408749162728187E7","49420.03778133754","0.08670660024486203","6","225"
"7012","40","5000","0.05","0.3","8","70","70","7712715.776003365","3.085086310401346E8","0","1.0648183567052484E7","45146.968801856805","0.06927453013269202","2","215"
"7013","40","5000","0.05","0.3","8","70","70","6317157.550827367","2.5268630203309467E8","0","5327257.854592815","41762.54387488411","0.08053932786847658","7","226"
"7014","40","5000","0.05","0.3","8","70","70","4493297.103945206","1.7973188415780824E8","0","5516067.024810695","40896.84600923025","0.09067470426289792","3","227"
"7015","40","5000","0.05","0.3","8","70","70","4374531.244653885","1.749812497861554E8","0","3889218.792773799","41413.3047346059","0.07956571452843748","6","215"
"7016","40","5000","0.05","0.3","8","70","70","3719720.4575175233","1.4878881830070093E8","0","5125004.910443298","41964.22547854801","0.07720877906037057","2","229"
"7017","40","5000","0.05","0.3","8","70","70","4055182.155610273","1.6220728622441092E8","0","4877777.216473388","44173.087266413684","0.07452205984260676","1","227"
"7018","40","5000","0.05","0.3","8","70","70","5419532.287189476","2.1678129148757905E8","0","4890309.316873691","43457.182561578884","0.07018759643302308","6","232"
"7019","40","5000","0.05","0.3","8","70","70","4222426.354914853","1.6889705419659412E8","0","6222563.684181006","42657.54602715316","0.07532310160480464","3","225"
"7020","40","5000","0.05","0.3","8","70","70","8836275.924816547","3.534510369926619E8","0","1.1142137833493989E7","43008.35090359229","0.09092554901216425","5","218"
"7021","40","5000","0.08","0.1","3","25","25","874284.0805281869","3.497136322112747E7","0","825107.2026663234","12052.144114945504","0.08587782579066598","17","95"
